,Número de vistas de página,Usuarios nuevos,Usuarios,Número de sesiones por usuario,Sesiones,Argentina,Otros Paises,mobile,desktop,tablet,Categoría de dispositivo promedio,Categoría de dispositivo std,Windows,Android,Linux,Macintosh,Sistema operativo (not set),iOS,Windows Phone,Chrome OS,Tizen,Sistema operativo promedio,Sistema operativo std,Organic Search,Social,Direct,Referral,Agrupación de canales predeterminada promedio,Agrupación de canales predeterminada std,mediana_de_medianas,lag_90,lag_180,lag_270,lag_360,mediana Dispositivos,mediana Sistema operativo,mediana Agrupación de canales predeterminada
28,102.0,19.0,29.0,1.2068965,35.0,96.0,6.0,18.0,84.0,0.0,34.0,36.11094,77.0,18.0,4.0,3.0,0.0,0.0,0,0.0,0,11.333333,23.85605,40.0,47.0,14.0,1.0,25.5,18.741665,105.63385826771653,124.82723,120.16915,118.39103,97.39639,18.0,0.0,27.0
29,46.0,7.0,15.0,1.2666667,19.0,44.0,2.0,21.0,25.0,0.0,15.333333,10.964589,22.0,20.0,0.0,3.0,0.0,1.0,0,0.0,0,5.111111,8.556277,36.0,0.0,10.0,0.0,11.5,14.722432,105.23564356435644,124.82723,120.16915,118.39103,97.39639,21.0,0.0,5.0
30,93.0,22.0,25.0,1.08,27.0,63.0,30.0,38.0,55.0,0.0,31.0,22.992752,55.0,37.0,0.0,0.0,0.0,1.0,0,0.0,0,10.333333,19.533447,64.0,3.0,4.0,22.0,23.25,24.712091,105.23564356435644,124.82723,120.16915,118.39103,97.39639,38.0,0.0,13.0
31,47.0,17.0,21.0,1.3333334,28.0,42.0,5.0,24.0,23.0,0.0,15.666667,11.085526,23.0,24.0,0.0,0.0,0.0,0.0,0,0.0,0,5.2222223,9.772726,47.0,0.0,0.0,0.0,11.75,20.351597,103.67894736842105,124.82723,120.16915,118.39103,97.39639,23.0,0.0,0.0
32,65.0,12.0,15.0,1.1333333,17.0,61.0,4.0,11.0,52.0,2.0,21.666666,21.761332,52.0,11.0,0.0,0.0,0.0,2.0,0,0.0,0,7.2222223,16.191751,22.0,2.0,41.0,0.0,16.25,16.678953,102.96608315098469,124.82723,120.16915,118.39103,97.39639,11.0,0.0,12.0
33,172.0,85.0,87.0,1.0574713,92.0,129.0,43.0,74.0,92.0,6.0,57.333332,37.03452,85.0,74.0,4.0,2.0,0.0,6.0,0,1.0,0,19.11111,32.4395,95.0,7.0,66.0,4.0,43.0,38.890873,102.96608315098469,124.82723,120.16915,118.39103,97.39639,74.0,2.0,36.5
34,131.0,60.0,69.0,1.1594203,80.0,111.0,20.0,63.0,57.0,11.0,43.666668,23.228334,53.0,70.0,0.0,4.0,0.0,4.0,0,0.0,0,14.555555,25.460693,85.0,7.0,35.0,4.0,32.75,32.49904,103.67894736842105,124.82723,120.16915,118.39103,97.39639,57.0,0.0,21.0
35,91.0,39.0,47.0,1.0851064,51.0,74.0,17.0,42.0,49.0,0.0,30.333334,21.638443,44.0,41.0,0.0,5.0,0.0,1.0,0,0.0,0,10.111111,17.39377,54.0,12.0,25.0,0.0,22.75,20.091976,103.67894736842105,124.82723,120.16915,118.39103,97.39639,42.0,0.0,18.5
36,58.0,24.0,25.0,1.36,34.0,42.0,16.0,21.0,37.0,0.0,19.333334,15.151091,19.0,19.0,0.0,18.0,0.0,2.0,0,0.0,0,6.4444447,8.668091,45.0,0.0,13.0,0.0,14.5,18.391575,103.67894736842105,124.82723,120.16915,118.39103,97.39639,21.0,0.0,6.5
37,54.0,19.0,27.0,1.1481482,31.0,34.0,20.0,21.0,33.0,0.0,18.0,13.638182,33.0,20.0,0.0,0.0,0.0,1.0,0,0.0,0,6.0,11.382247,32.0,1.0,21.0,0.0,13.5,13.573872,102.96608315098469,124.82723,120.16915,118.39103,97.39639,21.0,0.0,11.0
